Multi-EDSM starting...

Preprocessing starting...
1. Shift-And
2. Pos2Pat
3. SuffixTree
4. OccVector
Preproccessing 161565 patterns of total size M=1937789 completed in 12.315s.

Searching...
No. determinate bases (f): 137403288
No. degenerate bases (F): 16501555
No. determinate segments (d): 3342604
No. degenerate segments (D): 3545151
No. strings processed shorter than pattern (N'): 8061306
Multi-EDSM total processing time: 40253.4s.

21679 matches found!

Position,PatternId
------------------
10547,159648
10549,19935
10550,25303
14817,76362
14818,5587
48874,115880
48875,53259
57566,100317
63179,68891
73185,17415
73271,58110
74285,25259
88214,45162
97841,119743
100146,90548
100147,73371
100624,154675
104568,153296
108952,90896
110932,52552
113145,69966
113476,116624
113477,54929
113477,54930
114607,39995
114711,22644
114712,124534
114713,73000
117622,121506
117626,153897
118145,107388
118148,153896
118299,129067
124982,93924
130116,138404
130121,149147
130122,6719
130122,15855
130122,99469
130130,30248
147466,66450
147466,67473
147468,96968
179094,84911
179100,119200
203687,157665
203688,134062
209296,115684
211352,145060
211771,63291
214865,20576
242102,124400
242103,146343
244064,4834
247693,80805
247694,107522
247694,17728
247695,3228
247697,124118
247698,135644
247699,31030
247699,32385
247699,89633
255944,53450
263416,22792
263416,111158
263416,111163
263417,124945
263417,124952
263418,147256
263422,99558
263424,59003
268221,108465
268227,73513
271457,79401
273081,117287
274551,94154
274554,8585
274556,71120
274557,156200
274609,22274
274609,110824
274610,123032
282980,18956
282984,156049
289118,9305
299323,147401
301186,93195
301189,146510
311973,55256
312228,59542
316231,23089
327785,148186
327787,43100
327789,117946
328086,49251
331270,127538
331393,130308
333415,19218
333415,19219
333416,109168
333417,17470
333417,25847
333417,48245
333417,78154
333417,107299
333417,113415
333417,147808
333417,150354
333417,24307
333417,24343
333417,25854
333417,25859
333417,120469
333417,25785
333417,113411
333418,1551
333418,1552
333418,10927
333418,48252
333418,128015
333418,140091
333419,138072
334737,5550
334739,131543
341111,35931
341112,140664
344509,104924
344510,83169
344511,113862
344800,75128
347144,17208
347144,17220
