Multi-EDSM starting...

Preprocessing starting...
1. Shift-And
2. Pos2Pat
3. SuffixTree
4. OccVector
Preproccessing 161565 patterns of total size M=1937789 completed in 5.7131s.

Searching...
No. determinate bases (f): 242308721
No. degenerate bases (F): 14095387
No. determinate segments (d): 6080462
No. degenerate segments (D): 6440404
No. strings processed shorter than pattern (N'): 14511963
Multi-EDSM total processing time: 79397.9s.

40754 matches found!

Position,PatternId
------------------
532011,107504
532014,27499
532015,131307
564504,23842
565088,62922
566625,95524
567568,49670
567572,37890
567573,67416
567573,142843
567757,128397
567796,51127
567797,106218
567799,58593
567892,138474
568707,24604
568708,46339
569315,44123
569317,159043
569318,75654
569321,116105
569322,133040
569477,11072
569538,24304
569550,42181
569552,102007
569556,132249
569936,157282
569937,47174
569938,6315
569938,56080
569938,116675
569939,55079
569939,107587
569943,8028
570003,49646
663150,77274
663151,7533
714142,1588
724731,127747
754747,111160
754748,41433
762872,125998
763095,137266
769376,2709
770084,76207
770085,5178
772957,94067
772960,94928
772961,3696
780433,120317
780434,63099
780434,63100
783195,38118
787427,96295
793929,29989
799523,114067
799523,114073
799523,114257
806058,159771
832757,161088
833174,89721
833175,60631
833350,125727
833528,108364
835750,39352
844861,63721
853688,107740
854175,60188
856047,88790
856048,57035
856049,32496
856050,58929
856050,58936
856052,137320
861083,44016
861085,156441
862386,133328
862775,152140
863509,147183
863548,113574
863568,69172
863568,69177
863568,70811
863568,70818
863568,144346
863569,81672
863569,83084
863569,113776
863569,153416
863569,83086
863569,155647
863570,26215
863570,120576
863570,21582
863570,26087
863570,26088
863570,26200
863570,26314
863570,26318
863570,26323
863570,35553
863570,35608
863570,110243
863570,113782
863570,120621
863570,120624
863571,34961
863571,48558
863571,48713
863571,48886
863571,120150
863571,129942
863571,140264
863572,62775
863572,63333
863573,134559
863574,26808
863575,51539
863575,130922
863575,131256
863575,49624
863575,49629
863575,72576
863575,73829
863575,130923
863575,130924
863575,146665
863576,91092
863576,91087
863576,93711
863576,159721
863577,77157
863577,81655
863577,81656
863577,92778
863577,92779
863577,152435
863577,152437
863577,157981
863577,77103
863577,77160
863577,81630
863577,83026
