Multi-EDSM starting...

Preprocessing starting...
1. Shift-And
2. Pos2Pat
3. SuffixTree
4. OccVector
Preproccessing 161565 patterns of total size M=1937789 completed in 15.36s.

Searching...
No. determinate bases (f): 78681546
No. degenerate bases (F): 5183748
No. determinate segments (d): 2176855
No. degenerate segments (D): 2318042
No. strings processed shorter than pattern (N'): 5244289
Multi-EDSM total processing time: 10112.2s.

18578 matches found!

Position,PatternId
------------------
3649,125036
3938,13275
3939,80437
6933,158324
18533,7595
32981,147177
34209,32242
34209,99501
34210,118182
34210,136685
42506,133598
50949,52692
51335,115445
56140,77206
60418,45976
66976,89209
67229,89209
78234,74592
78234,147775
78235,1068
78235,1402
80842,116139
81925,2113
81926,103864
84530,103684
85830,20509
90495,158263
90496,138878
90497,47788
90500,66808
90715,35045
90719,58768
90720,122447
96513,48517
99945,1902
99945,95893
99945,95945
99946,102833
99949,82192
103286,80224
103286,80225
103287,15780
103287,106133
103507,137825
103577,132277
103623,67304
107396,132277
107396,132278
108728,69548
108729,82513
110709,101199
110710,42226
112216,59828
112216,59834
112217,41193
112218,73568
113799,72836
113802,14726
113803,85594
113805,61649
114069,85652
114074,53759
114075,110622
114077,12612
114079,99363
114132,85652
114137,53759
114139,141788
114140,142131
114142,1768
114142,99363
115309,158887
115310,73576
119351,100611
124800,104372
126981,125588
128064,20626
132017,75392
132018,3085
132158,65876
132242,131677
133875,107767
134003,79865
135289,44003
136130,105114
136265,48558
140817,44288
141019,108786
144011,134158
146402,43464
150875,126553
151959,153364
154413,80829
156398,16274
156401,7426
162588,96648
171340,49383
182616,112290
182898,64032
183954,121623
184843,44682
184843,44693
208025,86632
208026,37373
208027,66501
208475,17498
208478,56985
208480,58473
212540,47510
214647,141902
214798,17946
214800,29296
214802,20873
221503,130640
221531,46036
227437,45856
236051,109645
241547,45462
254248,141971
254249,74864
254249,74711
254249,157373
254250,1497
254250,47425
254250,95399
254250,129492
254251,7089
254251,7090
254251,8794
254251,3191
254251,8799
254252,33520
254252,40942
254252,146643
254253,138176
254253,146630
254255,153083
254255,153200
254255,153203
