Multi-EDSM started...


No. determinate bases (f): 75813778
No. degenerate bases (F): 4812572
No. determinate segments (d): 2135906
No. degenerate segments (D): 2263470
No. strings processed shorter than pattern (N'): 6646967
Multi-EDSM processing time: 252.604s.

102 matches found!

Position,PatternId
------------------
979991,59
1041533,79
1435948,46
2486039,18
6614815,83
6812509,64
7000590,91
7692509,58
7814223,40
8481187,10
8630690,52
8638085,48
8646302,4
9820714,88
10135214,24
12236680,50
12259987,23
13432872,42
19349011,71
19397115,96
21454980,31
21579916,78
22013734,77
22039054,9
23241706,34
24710187,3
25666791,41
27005440,35
27005510,35
27104281,26
29536290,66
30283770,13
30325175,16
31532485,81
31690175,17
31909914,92
31973154,45
32087050,84
33208617,55
33305233,76
35259112,25
36726479,44
38002556,11
38493109,38
38958854,99
39856683,36
40240801,74
40670676,20
44238221,53
44685149,87
45403488,2
45466526,97
47698438,0
47868037,75
48397194,90
51932207,86
52855301,6
52893518,8
53348062,22
53586188,15
55253426,72
55627877,69
55664129,67
56327451,33
56503525,54
57750725,98
58968953,30
60534887,95
60548058,1
60708735,27
61021485,85
61397378,32
61716203,70
61796857,56
63178794,37
63508678,93
65985273,7
66017112,89
66450303,14
67069512,19
67806201,5
67884597,63
70277634,49
70387166,60
70522836,94
70671550,80
71469361,51
71612472,28
71615128,62
71948878,82
72254725,68
72263662,57
72956537,61
72956601,61
73186628,47
74003715,21
74050059,65
74126794,29
74563374,12
75412052,73
76892073,39
77845195,43
253.81user 2.50system 5:10.13elapsed 82%CPU (0avgtext+0avgdata 44248maxresident)k
32inputs+0outputs (0major+11927minor)pagefaults 0swaps
