Multi-EDSM searching...


No. determinate bases (f): 57300078
No. degenerate bases (F): 3914387
No. determinate segments (d): 1706168
No. degenerate segments (D): 1828905
No. strings processed shorter than pattern (N'): 5296435
EDSM-BV processing time: 150.091s.

102 matches found!

Position,PatternId
------------------
881690,29
2552537,67
4051671,86
4313017,71
4338765,55
4785996,87
4923984,90
5299609,43
5624833,68
7678969,27
8075115,75
8075116,75
8843383,25
8898191,62
9305673,65
10295570,1
10362222,23
10880807,48
10919612,82
11601476,98
11968276,16
12115927,76
12704431,54
12706146,28
14326738,11
14453572,63
15293728,44
15443596,60
15994715,61
16360003,81
16539710,66
20023614,84
20308989,42
20519024,74
22193769,83
22554003,57
22695723,7
23110871,32
23398308,53
23537531,64
23637614,37
27751134,13
28178088,3
28295016,56
29370345,30
29937731,9
30288065,45
30469605,22
30585236,96
31512402,78
32900576,80
32934222,47
33580096,19
33767076,77
34408766,12
34984946,39
35060372,91
35074118,73
35251101,24
35357882,14
36624231,72
37148453,59
37281721,70
38953991,6
39311607,33
39317948,93
39349119,85
39733861,10
39733862,10
40201771,38
41802158,52
41983767,50
42382275,31
43584255,69
46343731,49
46734791,99
47179910,41
47375353,2
47776735,21
48207156,46
48310654,58
48707380,95
48969586,34
49374308,15
50297440,4
51017437,88
51547975,36
51853643,51
52173543,17
52207228,79
52512915,92
54133331,20
55178427,35
55221404,8
55388280,0
56039114,40
56321487,94
56781351,97
56800669,89
56972460,26
57176723,18
58841733,5
151.28user 2.12system 4:56.75elapsed 51%CPU (0avgtext+0avgdata 26368maxresident)k
0inputs+0outputs (0major+7437minor)pagefaults 0swaps
