Multi-EDSM searching...


No. determinate bases (f): 104698802
No. degenerate bases (F): 5644985
No. determinate segments (d): 2499345
No. degenerate segments (D): 2650738
No. strings processed shorter than pattern (N'): 7674386
EDSM-BV processing time: 189.931s.

100 matches found!

Position,PatternId
------------------
19146413,16
20406535,29
20642056,59
21253740,62
22682171,88
24198025,47
25240002,39
25461573,76
25958081,90
26553624,86
27985132,18
28484550,89
29488827,45
31963055,65
32267563,28
32781630,98
35309938,15
35834124,25
36431082,99
37229718,32
39545723,23
40185498,56
40728132,35
41585851,70
41843985,9
43137928,68
44015579,95
44075418,12
44153493,7
46041461,80
46679603,55
47266507,1
47279856,37
47436051,91
47879930,94
48662793,87
50472392,71
51208983,4
53489456,19
53517984,75
53539071,60
53563159,48
53621137,66
53894390,64
54183337,20
55249762,74
55409331,92
55540824,44
56229171,67
60037833,69
60229736,96
60509459,79
61071518,31
61239857,17
61770912,10
62815303,33
63738766,14
65082535,93
65902951,72
66459090,34
67433317,21
69936065,27
72552748,22
73182404,77
73212788,81
73823654,58
75230469,42
75462873,97
75708478,52
76457169,24
76528191,51
78302676,36
78522487,82
79713953,26
80225579,50
80314150,49
80457310,63
81132399,11
81209580,57
81630593,54
84082484,73
84611891,84
84825880,30
87870402,6
88276682,2
88492887,3
90604120,0
91303307,5
91391816,78
91579768,61
93118169,13
94999580,38
96167983,8
97328813,83
98244945,40
100080873,53
100658431,43
103753799,46
103816993,85
105990596,41
191.62user 2.48system 5:17.46elapsed 61%CPU (0avgtext+0avgdata 25840maxresident)k
0inputs+0outputs (0major+7379minor)pagefaults 0swaps
