Multi-EDSM started...


No. determinate bases (f): 87661229
No. degenerate bases (F): 5699425
No. determinate segments (d): 2518908
No. degenerate segments (D): 2693524
No. strings processed shorter than pattern (N'): 7459092
Multi-EDSM processing time: 110.652s.

121 matches found!

Position,PatternId
------------------
199996,54
407633,54
1870814,66
2019109,29
2028354,13
2541508,78
3320049,21
3802039,18
5605538,43
5612419,50
5966545,62
6726966,43
7335757,23
7557851,43
8729283,98
10048580,6
10054769,43
10073087,56
10284202,28
11182343,71
11661138,44
13057042,60
13088114,94
13369467,4
14135648,54
14174482,45
16837894,96
19678547,17
21799268,54
22602959,32
23182464,79
23681901,1
25181109,0
25860610,91
25919776,85
27388120,27
27556268,39
27856263,25
28864830,43
31755678,73
32985385,59
33482999,68
34199782,41
34598233,49
34897378,2
46482893,52
47507149,95
47614580,55
47970857,89
47970862,89
48924474,10
48936349,51
49201873,24
49269937,3
49324877,16
51913646,72
52383277,40
53562558,11
55033639,82
55336401,42
56033185,38
56503627,54
56792174,12
56860375,15
57574105,15
59194852,5
59240158,54
59952903,99
61197804,97
61640507,93
61930853,81
63558318,63
63889879,57
64427029,47
65414596,36
67126338,9
67553932,15
68063293,76
68880189,33
68938990,54
69977259,58
70458369,54
70601482,46
70827907,74
71961438,37
73021614,80
73893889,88
73902369,15
74210220,30
75493081,43
75549731,54
76023343,75
76199556,54
76866732,26
77822526,14
78311175,61
78779619,90
78843180,64
79209735,83
79375292,87
79482991,35
79769533,31
79928101,43
80088305,86
80159079,70
80281896,92
80282038,77
81723543,8
81861560,54
82357922,48
82489284,34
83123238,84
83905934,43
83998003,69
84227626,22
84457486,67
85141695,53
86432080,19
86673970,65
87254920,20
88130735,7
111.76user 2.62system 2:04.55elapsed 91%CPU (0avgtext+0avgdata 13248maxresident)k
0inputs+0outputs (0major+3914minor)pagefaults 0swaps
