Multi-EDSM started...


No. determinate bases (f): 61215593
No. degenerate bases (F): 3852009
No. determinate segments (d): 1702068
No. degenerate segments (D): 1809927
No. strings processed shorter than pattern (N'): 5237758
Multi-EDSM processing time: 143.143s.

101 matches found!

Position,PatternId
------------------
411101,29
502139,76
917368,91
1618195,67
1870455,18
2487292,97
3485599,69
4417328,70
5890836,10
7283722,36
7801075,57
9395594,63
9658687,32
9801335,14
10025644,38
10107046,98
10481377,50
11876584,58
13362691,9
13454244,90
13781231,0
13968721,3
14095133,94
16191652,41
16500100,60
18073048,78
18614770,49
18893997,34
19000401,85
19741599,65
19961449,5
20018617,26
20268336,75
20678470,19
20898250,86
20913993,79
21090576,13
22459389,81
22796910,28
22958884,1
23765148,15
24258587,30
25614065,92
25871278,39
31387870,40
31645489,96
33157227,93
34651892,64
35177193,16
35330375,68
35542043,23
36608465,51
36744368,82
37365676,59
37501138,42
38322703,4
38606771,12
38673019,53
38752459,33
38816367,54
40628037,11
41584902,44
41740255,99
43417717,21
43502976,8
44094260,48
44195026,20
45624020,6
45624056,6
46327567,45
46453987,37
46923935,35
47137600,43
47194651,46
47211239,52
47322233,22
47763873,27
48441322,89
49342887,71
50242180,2
51308261,83
51749552,62
52024241,87
52547556,73
52921696,95
54389500,24
55224371,7
55343552,88
55403095,56
56062605,80
56221810,17
56300468,66
56689022,31
56829356,25
56894701,84
57305771,61
58739487,74
59880933,72
60698823,55
61467715,77
62022145,47
144.10user 1.88system 2:51.02elapsed 85%CPU (0avgtext+0avgdata 26444maxresident)k
0inputs+0outputs (0major+7417minor)pagefaults 0swaps
