Multi-EDSM searching...


No. determinate bases (f): 87661229
No. degenerate bases (F): 5699425
No. determinate segments (d): 2518908
No. degenerate segments (D): 2693524
No. strings processed shorter than pattern (N'): 7896084
EDSM-BV processing time: 283.838s.

103 matches found!

Position,PatternId
------------------
912875,55
1632120,41
3781623,7
4137748,5
6013531,35
6047363,80
6332738,84
8097661,44
8313193,46
8801522,23
8833623,8
11003745,43
11334493,75
11541403,86
12496347,59
13160900,42
13404015,34
15086051,93
15547933,87
15901846,33
16471962,15
17449102,89
18630277,85
19706108,53
21267973,77
22431847,62
22761161,97
24049292,66
24737131,90
24956746,21
26506703,11
26596854,83
26966944,73
28802422,82
28844528,60
29577751,49
29710285,95
30317455,49
30766581,56
31877273,47
33056902,70
33452058,48
33980032,0
47903476,30
47942718,28
48060443,76
48376079,2
48545447,19
48979288,20
49683813,17
51203814,36
52035944,16
52675355,45
52675359,45
53646047,68
53646067,68
53689751,26
54070455,81
55769467,69
56249919,98
57221480,50
57456478,63
57666936,92
57902712,58
58538530,31
59364984,3
60317550,24
60368924,96
61994898,27
62713770,25
62877932,1
63362512,94
63516706,74
63928680,91
65945588,9
66401996,37
66903911,4
67069313,65
68578491,99
69750551,10
69963587,38
71242859,67
72227204,72
72817570,18
75598389,29
75770993,22
75837645,39
76683820,64
76874674,52
76928124,71
77365323,32
78259609,12
78449901,79
79734137,6
80130656,57
83417717,88
84105853,61
85185914,54
85608455,78
85951636,14
87637036,13
88596951,51
88912414,40
285.69user 3.05system 8:41.84elapsed 55%CPU (0avgtext+0avgdata 44392maxresident)k
424inputs+0outputs (2major+11990minor)pagefaults 0swaps
